City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
188,nola,40.922,14.5329,92.64,34,0,6.4,IT,1628352837
189,pangkalanbuun,-2.6833,111.6167,76.5,93,19,2.1,ID,1628352837
190,boende,-0.2167,20.8667,73.42,92,100,2.71,CD,1628352839
191,kyrksaeterora,63.2906,9.0891,75.85,43,97,17.16,NO,1628352839
192,buala,-8.145,159.5921,78.42,79,98,4.12,SB,1628352839
193,islamkot,24.6997,70.177,88.0,55,20,13.42,PK,1628352840
194,vilyuysk,63.7553,121.6247,65.97,54,95,11.5,RU,1628352840
195,tacna,-18.0056,-70.2483,59.2,67,20,4.61,PE,1628352840
196,alofi,-19.0595,-169.9187,74.34,70,24,13.69,NU,1628352841
197,wonthaggi,-38.6044,145.5913,49.37,82,68,1.34,AU,1628352841
198,faanui,-16.4833,-151.75,77.88,69,87,10.07,PF,1628352620
199,bar-le-duc,48.75,5.1667,69.98,83,95,14.81,FR,1628352842
200,nome,64.5011,-165.4064,46.47,87,90,11.5,US,1628352842
201,coruripe,-10.1256,-36.1756,78.1,59,16,14.25,BR,1628352842
202,koplik,42.2136,19.4364,92.8,29,2,6.78,AL,1628352844
203,bundaberg,-24.85,152.35,53.22,91,0,1.01,AU,1628352798
204,horasan,40.0458,42.1728,68.72,56,41,2.48,TR,1628352844
205,bengkulu,-3.8004,102.2655,77.11,89,18,3.53,ID,1628352845
206,provideniya,64.3833,-173.3,43.9,86,100,4.79,RU,1628352845
207,cam ranh,11.9214,109.1591,84.16,79,20,1.14,VN,1628352845
208,niamtougou,9.7681,1.1053,81.23,67,89,9.91,TG,1628352846
209,harper,4.375,-7.7169,80.49,69,82,11.3,LR,1628352557
210,jiblah,13.9216,44.1467,61.72,74,89,6.33,YE,1628352686
211,plettenberg bay,-34.0527,23.3716,59.25,83,94,6.78,ZA,1628352846
212,ostrovnoy,68.0531,39.5131,58.64,77,33,10.98,RU,1628352649
213,morant bay,17.8815,-76.4093,90.63,66,4,10.71,JM,1628352847
214,beihai,21.4833,109.1,85.01,87,100,7.05,CN,1628352847
215,bathsheba,13.2167,-59.5167,86.61,66,20,16.11,BB,1628352847
216,namatanai,-3.6667,152.4333,77.97,83,21,6.91,PG,1628352646
217,west wendover,40.7391,-114.0733,72.61,33,1,9.22,US,1628352848
218,limoux,42.9167,2.1667,70.09,90,100,6.96,FR,1628352848
219,hovd,48.0056,91.6419,58.95,61,72,4.63,MN,1628352849
220,mount gambier,-37.8333,140.7667,39.11,93,75,0.0,AU,1628352850
221,ilulissat,69.2167,-51.1,51.82,43,75,9.22,GL,1628352850
222,pinega,64.7001,43.3936,63.48,57,94,4.27,RU,1628352851
223,port elizabeth,-33.918,25.5701,61.11,87,93,10.71,ZA,1628352851
224,conakry,9.538,-13.6773,80.22,67,100,8.39,GN,1628352852
225,brigantine,39.4101,-74.3646,89.2,68,1,9.22,US,1628352852
226,perth,-31.9333,115.8333,58.05,94,90,5.75,AU,1628352852
227,pemba,-12.974,40.5178,76.64,71,61,11.72,MZ,1628352853
228,bethel,41.3712,-73.414,85.35,69,20,6.91,US,1628352853
229,honiara,-9.4333,159.95,77.18,83,100,3.22,SB,1628352853
230,sangar,63.9242,127.4739,63.72,42,34,15.32,RU,1628352854
231,inhambane,-23.865,35.3833,69.28,74,0,7.72,MZ,1628352855
232,camacha,33.0833,-16.3333,74.53,73,40,16.11,PT,1628352855
233,ferkessedougou,9.6,-5.2,80.38,65,96,7.63,CI,1628352856
234,guerrero negro,27.9769,-114.0611,75.15,70,5,7.56,MX,1628352856
235,belaya gora,68.5333,146.4167,48.81,87,21,6.62,RU,1628352767
236,naze,28.3667,129.4833,79.99,85,100,13.24,JP,1628352765
237,vrangel,42.7297,133.0839,68.95,94,27,8.16,RU,1628352857
238,vanimo,-2.6741,141.3028,76.96,87,100,3.91,PG,1628352857
239,chumikan,54.7183,135.315,51.21,92,97,16.96,RU,1628352857
240,bluff,-46.6,168.3333,34.81,65,100,6.44,NZ,1628352858
241,ngunguru,-35.6167,174.5,48.16,84,21,7.83,NZ,1628352858
242,aden,12.7794,45.0367,85.14,75,1,10.38,YE,1628352711
243,begamganj,23.6,78.3333,73.76,97,62,7.92,IN,1628352859
244,kismayo,-0.3582,42.5454,75.97,80,74,13.42,SO,1628352859
245,la ronge,55.1001,-105.2842,59.97,94,99,5.46,CA,1628352744
246,tiksi,71.6872,128.8694,46.35,80,100,4.38,RU,1628352860
247,terrace bay,48.7834,-87.1,62.51,55,68,9.08,CA,1628352860
248,tokmak,47.2514,35.7058,88.45,46,94,1.77,UA,1628352861
249,canakkale,40.0833,26.8333,81.21,34,0,10.6,TR,1628352862
250,liberal,37.0431,-100.921,88.83,45,1,23.02,US,1628352862
251,hualmay,-11.0964,-77.6139,67.42,71,45,11.65,PE,1628352863
252,isangel,-19.55,169.2667,68.88,77,99,8.25,VU,1628352753
253,senanga,-16.1167,23.2667,78.24,11,0,6.2,ZM,1628352863
254,barcelos,41.5388,-8.6151,77.29,54,4,12.39,PT,1628352863
255,zaragoza,41.6561,-0.8773,87.94,29,20,8.01,ES,1628352864
256,phek,25.6667,94.5,61.97,99,92,1.28,IN,1628352864
257,arcos,-20.2819,-45.5394,74.61,27,100,10.74,BR,1628352864
258,bolshaya dzhalga,45.9695,42.6966,97.07,18,58,18.77,RU,1628352865
259,jamtara,23.95,86.8,85.59,75,100,4.34,IN,1628352865
260,chuy,-33.6971,-53.4616,68.65,62,6,7.16,UY,1628352865
261,fallon,39.4735,-118.7774,74.44,22,11,1.14,US,1628352866
262,vila velha,-20.3297,-40.2925,71.55,73,90,9.22,BR,1628352866
263,heihe,50.2441,127.4902,63.18,95,77,5.19,CN,1628352867
264,kutum,14.2,24.6667,82.09,45,99,11.9,SD,1628352868
265,myitkyina,25.3833,97.4,76.51,98,96,0.89,MM,1628352869
266,mahebourg,-20.4081,57.7,72.25,70,11,13.82,MU,1628352870
267,bredasdorp,-34.5322,20.0403,53.28,87,100,4.14,ZA,1628352871
268,hami,42.8,93.45,84.58,18,0,7.23,CN,1628352871
269,skegness,53.1436,0.3363,70.34,71,81,11.56,GB,1628352872
270,katsuura,35.1333,140.3,80.71,90,98,13.4,JP,1628352580
271,najran,17.4924,44.1277,92.64,18,84,15.93,SA,1628352874
272,magnitogorsk,53.4186,59.0472,68.83,42,32,11.18,RU,1628352875
273,pont-audemer,49.35,0.5167,66.63,77,81,19.55,FR,1628352875
274,marzuq,14.4,46.4667,87.24,42,7,8.84,YE,1628352876
275,akureyri,65.6835,-18.0878,64.83,52,86,4.59,IS,1628352878
276,olafsvik,64.8945,-23.7142,54.82,76,49,2.06,IS,1628352878
277,altamont,42.2068,-121.7372,69.78,63,1,1.01,US,1628352880
278,avera,33.194,-82.5271,83.44,65,98,3.24,US,1628352880
279,humaita,-7.5061,-63.0208,101.03,18,0,2.46,BR,1628352880
280,sitka,57.0531,-135.33,57.09,94,90,0.0,US,1628352881
281,broome,42.2506,-75.833,84.7,72,1,1.99,US,1628352881
282,bilibino,68.0546,166.4372,40.93,80,33,7.52,RU,1628352883
283,itoman,26.1247,127.6694,84.58,92,75,26.46,JP,1628352883
284,sfantu gheorghe,45.8667,25.7833,75.81,50,0,4.94,RO,1628352647
285,clinton,42.587,-82.9199,79.12,76,75,1.01,US,1628352884
286,fruitville,27.3298,-82.4576,92.17,66,40,1.99,US,1628352884
287,san pedro,14.35,121.0167,82.35,85,98,9.69,PH,1628352884
288,baicheng,45.6167,122.8167,69.98,75,11,2.46,CN,1628352885
289,seoul,37.5683,126.9778,78.24,68,94,2.64,KR,1628352661
290,shirokiy,49.758,129.523,62.06,98,66,11.54,RU,1628352885
291,luderitz,-26.6481,15.1594,64.44,50,3,0.92,NA,1628352886
292,sao joao da barra,-21.6403,-41.0511,75.29,60,99,12.44,BR,1628352886
293,howard springs,-12.497,131.047,67.82,86,47,7.11,AU,1628352887
294,conceicao do araguaia,-8.2578,-49.2647,95.94,23,0,7.43,BR,1628352887
295,vaitape,-16.5167,-151.75,77.86,69,86,10.11,PF,1628352887
296,quimper,48.0,-4.1,65.23,77,90,14.97,FR,1628352888
297,trelew,-43.249,-65.3051,53.96,24,0,28.41,AR,1628352622
298,kibala,9.1104,18.3463,77.41,88,86,5.84,TD,1628352889
299,alexandria,31.2156,29.9553,82.99,71,0,16.17,EG,1628352747
300,chokurdakh,70.6333,147.9167,46.33,78,7,7.43,RU,1628352890
301,haicheng,40.8516,122.7475,71.19,82,93,2.42,CN,1628352890
302,andenes,69.3143,16.1194,66.47,77,87,5.75,NO,1628352890
303,tilichiki,60.4667,166.1,47.82,87,100,7.54,RU,1628352891
304,serik,36.9169,31.0989,84.45,63,13,7.87,TR,1628352891
305,nurlat,54.4277,50.8051,71.71,38,47,12.62,RU,1628352891
306,los llanos de aridane,28.6585,-17.9182,73.15,96,75,8.05,ES,1628352892
307,baker city,44.7749,-117.8344,68.94,65,1,3.44,US,1628352657
308,khatanga,71.9667,102.5,51.03,71,9,6.78,RU,1628352892
309,gobabis,-22.45,18.9667,74.89,14,0,7.65,NA,1628352893
310,pacifica,37.6138,-122.4869,71.71,94,75,1.01,US,1628352797
311,ca mau,9.1769,105.15,80.1,86,72,5.06,VN,1628352894
312,katyuzhanka,50.806,30.1376,72.64,60,97,9.55,UA,1628352894
313,yulara,-25.2406,130.9889,51.64,40,0,6.91,AU,1628352895
314,jieshou,33.2634,115.3611,76.28,95,0,5.26,CN,1628352895
315,santa isabel do rio negro,-0.4139,-65.0192,91.99,48,25,2.08,BR,1628352895
316,henties bay,-22.116,14.2845,57.85,63,2,10.74,NA,1628352896
317,sinnamary,5.3833,-52.95,84.69,68,69,2.39,GF,1628352693
318,bambous virieux,-20.3428,57.7575,72.21,69,15,13.78,MU,1628352896
319,astaneh-ye ashrafiyeh,37.2596,49.9444,83.75,63,1,3.96,IR,1628352897
320,matay,28.419,30.7792,107.1,8,0,7.87,EG,1628352897
321,houma,29.5958,-90.7195,90.0,70,40,0.0,US,1628352898
322,prince rupert,54.3161,-130.3201,57.29,94,75,4.61,CA,1628352899
323,orsha,54.5153,30.4053,63.28,73,69,11.3,BY,1628352900
324,sept-iles,50.2001,-66.3821,70.25,76,100,8.01,CA,1628352722
325,abnub,27.2696,31.1511,106.45,9,0,8.84,EG,1628352900
326,surab,28.4914,66.2585,83.71,12,5,7.58,PK,1628352900
327,torbay,47.6666,-52.7314,78.28,80,42,19.71,CA,1628352901
328,nadym,65.5333,72.5167,68.7,66,55,12.15,RU,1628352901
329,nagato,34.3833,131.2,79.32,86,65,4.16,JP,1628352902
330,schleiden,50.5295,6.477,70.52,79,56,13.65,DE,1628352902
331,mahibadhoo,3.7833,72.9667,82.98,76,100,11.95,MV,1628352902
332,alugan,12.2188,125.4808,81.86,76,87,2.59,PH,1628352903
333,poya,-21.35,165.15,63.59,77,100,2.95,NC,1628352903
334,teeli,51.0333,90.2333,54.54,87,100,3.04,RU,1628352904
335,kirakira,-10.4544,161.9205,76.91,83,100,6.6,SB,1628352905
336,phan thiet,10.9333,108.1,80.31,84,63,8.03,VN,1628352905
337,moose factory,51.2585,-80.6094,64.49,54,0,4.41,CA,1628352906
338,longonjo,-12.9067,15.2533,82.92,9,9,5.28,AO,1628352906
339,vardo,70.3705,31.1107,58.05,71,17,10.04,NO,1628352907
340,sharya,58.3686,45.5144,60.89,90,100,5.57,RU,1628352907
341,dolores,-36.3132,-57.6792,71.92,58,53,8.19,AR,1628352907
342,acopiara,-6.0953,-39.4525,90.39,30,10,11.05,BR,1628352719
343,lubao,14.9167,120.55,83.14,89,95,4.92,PH,1628352908
344,sembe,1.6481,14.5806,77.58,76,92,3.24,CG,1628352908
345,correntina,-13.3433,-44.6367,82.11,28,32,9.82,BR,1628352908
346,barguzin,53.6167,109.6167,55.58,89,74,4.32,RU,1628352910
347,tlacotepec,20.0667,-97.8667,72.68,67,40,5.21,MX,1628352910
348,thompson,55.7435,-97.8558,72.66,45,5,9.75,CA,1628352911
349,khash,28.2211,61.2158,88.79,11,56,9.95,IR,1628352911
350,aklavik,68.2191,-135.0107,43.52,93,90,11.5,CA,1628352911
351,hrebinka,50.1171,32.4361,71.83,58,100,8.21,UA,1628352912
352,yuanli,24.4397,120.6535,79.02,94,75,1.14,TW,1628352912
353,mato verde,-15.3972,-42.8664,81.36,22,66,10.33,BR,1628352913
354,ovalle,-30.5983,-71.2003,59.11,66,95,2.42,CL,1628352913
355,anloga,5.7947,0.8973,77.7,80,90,15.23,GH,1628352915
356,marovoay,-16.1,46.6333,75.34,46,0,6.17,MG,1628352915
357,flinders,-34.5833,150.8552,54.21,76,98,1.01,AU,1628352915
358,marion,39.7684,-86.1555,83.79,67,75,4.61,US,1628352916
359,buenos aires,-34.6132,-58.3772,77.02,71,12,4.97,AR,1628352867
360,krasnoselkup,65.7,82.4667,68.07,57,20,6.55,RU,1628352916
361,adre,13.4667,22.2,80.78,60,81,11.01,TD,1628352917
362,jatibonico,21.9419,-79.17,88.5,58,87,9.75,CU,1628352917
363,iskateley,67.6803,53.1512,51.93,71,100,8.77,RU,1628352917
364,ballina,-28.8667,153.5667,50.77,80,0,8.52,AU,1628352918
365,dubrovka,53.6907,33.5071,75.18,83,99,6.46,RU,1628352918
366,manokwari,-0.8667,134.0833,78.15,82,99,0.69,ID,1628352918
367,bubaque,11.2833,-15.8333,80.24,74,48,13.13,GW,1628352919
368,mangrol,21.1167,70.1167,82.15,78,79,9.28,IN,1628352920
369,kruisfontein,-34.0033,24.7314,58.89,82,100,6.55,ZA,1628352921
370,sinop,41.7711,34.8709,70.23,77,100,1.9,TR,1628352921
371,yangambi,0.8102,24.4336,76.55,71,87,1.83,CD,1628352921
372,jambi,-1.6,103.6167,75.76,94,37,1.99,ID,1628352922
373,tecoanapa,16.5167,-98.75,82.65,69,100,4.09,MX,1628352678
374,los alamos,35.8881,-106.307,80.67,28,1,1.01,US,1628352872
375,fonte boa,-2.4959,-66.2662,91.6,48,5,0.58,BR,1628352922
376,joensuu,62.6012,29.7632,70.29,49,0,11.5,FI,1628352923
377,sembakung,3.8167,117.25,74.95,98,95,0.43,ID,1628352923
378,belmonte,-15.8631,-38.8828,78.8,52,25,12.28,BR,1628352924
379,kavieng,-2.5744,150.7967,82.06,78,84,14.94,PG,1628352924
380,puerto carreno,6.189,-67.4859,79.57,75,93,2.13,CO,1628352800
381,barentu,15.1139,37.5928,80.96,61,25,1.52,ER,1628352925
382,mahanje,-9.9333,35.3333,68.45,46,23,4.79,TZ,1628352926
383,kautokeino,69.0125,23.0412,68.27,44,55,12.91,NO,1628352926
384,baykit,61.67,96.37,58.89,64,18,3.91,RU,1628352927
385,koutiala,12.3917,-5.4642,82.51,67,95,13.27,ML,1628352927
386,niamey,13.5137,2.1098,99.07,33,20,10.27,NE,1628352927
387,kosa,59.9445,54.9977,55.94,73,1,4.9,RU,1628352928
388,pustoshka,56.3355,29.369,64.72,68,49,9.78,RU,1628352928
389,koryukivka,51.7688,32.2481,70.7,57,80,11.21,UA,1628352928
390,srednekolymsk,67.45,153.6833,41.4,78,73,7.05,RU,1628352736
391,yerbogachen,61.2767,108.0108,53.04,65,97,5.79,RU,1628352731
392,namibe,-15.1961,12.1522,71.6,82,49,11.14,AO,1628352764
393,asfi,32.2994,-9.2372,73.83,75,10,20.02,MA,1628352929
394,ekhabi,53.5102,142.9671,51.71,85,25,13.44,RU,1628352929
395,pandamatenga,-18.5278,25.627,72.48,14,0,4.03,BW,1628352930
